ref,name,la,sector,type,governance,language,pupils,fsm_eligible,aln_pupils
6692171,MYRDDIN COMMUNITY PRIMARY SCHOOL,Carmarthenshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,115,39.1,37.4
6692173,LLANGUNNOR,Carmarthenshire,Primary schools,"Nursery, Infants & Juniors",Community,Dual language school / provision (Welsh and English) (including transitional),324,8.6,5.2
6692175,TRIMSARAN,Carmarthenshire,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),172,42,2.9
6692176,SWISS VALLEY,Carmarthenshire,Primary schools,"Nursery, Infants & Juniors",Community,Dual language school / provision (Welsh and English) (including transitional),221,13.6,2.3
6692177,PARC Y TYWYN,Carmarthenshire,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),268,17,3.7
6692178,PEMBREY,Carmarthenshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,209,26.8,5.3
6692179,RHYDAMAN,Carmarthenshire,Primary schools,Infants & Juniors,Community,Welsh medium school / provision (including transitional),277,10.6,
6692180,BECA,Carmarthenshire,Primary schools,Infants & Juniors,Community,Welsh medium school / provision (including transitional),33,30,
6692181,LLANDYBIE,Carmarthenshire,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),209,25.3,
6692182,HAFODWENOG,Carmarthenshire,Primary schools,Infants & Juniors,Community,Welsh medium school / provision (including transitional),43,,
6692183,TEILO SANT,Carmarthenshire,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),170,4.8,
6692184,LLANYBYDDER,Carmarthenshire,Primary schools,Infants & Juniors,Community,Welsh medium school / provision (including transitional),56,23.5,
6692185,LLANDEILO,Carmarthenshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,210,24.7,6.7
6692187,CYNWYL ELFED,Carmarthenshire,Primary schools,Infants & Juniors,Community,Welsh medium school / provision (including transitional),42,,
6692188,HALFWAY,Carmarthenshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,205,26.4,6.3
6692189,PWLL,Carmarthenshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,65,40.7,67.7
6692190,PENYGAER,Carmarthenshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,141,45.6,18.4
